"0","raw_files <- tribble("
"0","  ~filename,                         ~lecture_type, ~practice_type, ~group,"
"0","  ""main-control-control.csv"",         ""Control"",     ""Control"",      ""CC"","
"0","  ""main-control-plotwise.csv"",        ""Control"",     ""PlotWise"",     ""CP"","
"0","  ""main-plotwise-control.csv"",        ""PlotWise"",    ""Control"",      ""PC"","
"0","  ""main-plotwise-plotwise.csv"",       ""PlotWise"",    ""PlotWise"",     ""PP"""
"0",")"
"0",""
"0","PRE_SURVEY_IDS <- c("
"0","  ""q-correlation"","
"0","  ""q-slope"","
"0","  ""q-class-taken"","
"0","  ""q-how-many"","
"0","  ""q-class-time"","
"0","  ""q-class-level"","
"0","  ""q-grade"""
"0",")"
"0",""
"0","STATS_BACKGROUND_IDS <- c("
"0","  ""q-class-taken"","
"0","  ""q-how-many"","
"0","  ""q-class-time"","
"0","  ""q-class-level"","
"0","  ""q-grade"""
"0",")"
"0",""
"0","PRACTICE_MOTIVATION_IDS <- c(""q-motivation"")"
"0",""
"0","ASSESSMENT_VALUE_ESTIMATION_TRIALS <- c("
"0","  paste0(""guess-correlation-"", 1:8),"
"0","  paste0(""guess-slope-"", 1:8)"
"0",")"
"0",""
"0","ASSESSMENT_CHOOSE_R_TRIALS <- c("
"0","  ""choose-strongest-r-1"","
"0","  ""choose-strongest-r-2"""
"0",")"
"0",""
"0","ASSESSMENT_ADD_POINTS_TRIALS <- c("
"0","  ""add-points-1"","
"0","  ""add-points-2"","
"0","  ""add-points-3"""
"0",")"
"0",""
"0","ASSESSMENT_CONNECTION_MAKING_TRIALS <- c(""connection-making"")"
"0",""
"0","ASSESSMENT_CONNECTION_MAKING_IDS <- c("
"0","  ""switch-question-response-a"","
"0","  ""switch-question-response-b"","
"0","  ""q-same"","
"0","  ""q-different"""
"0",")"
"0",""
"0","INTEREST_TRIALS <- c("
"0","  ""triggeredSituationalInterest"","
"0","  ""maintainedSituationalInterest"","
"0","  ""futureInterestSurvey"""
"0",")"
